Filename,SMILES_rad,BDE_kJ,CS_Filename,SMILES_CS,SMILES_react
NH2-2Fo2F_rad2,NC(F)(F)C(F)(F)OC(F)(F)[C](F)F,535.09,NH2-2Fo2F,C(F)(F)(N)C(OC(C(F)(F)F)(F)F)(F)F,C(F)(F)(N)C(OC(C(F)(F)F)(F)F)(F)F>NC(F)(F)C(F)(F)OC(F)(F)[C](F)F
CH3PO2H-2Fo2F_rad3,CP(=O)(O)C(F)(F)C(F)(F)OC(F)(F)[C](F)F,535.29,CH3PO2H-2Fo2F,C(F)(F)(C(OC(C(F)(F)F)(F)F)(F)F)P(=O)(O)C,C(F)(F)(C(OC(C(F)(F)F)(F)F)(F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)C(F)(F)OC(F)(F)[C](F)F
SO3H-2Fo2F_rad2,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)[C](F)F,535.31,SO3H-2Fo2F,C(F)(C(OC(C(F)(F)F)(F)F)(F)F)(F)S(=O)(=O)O,C(F)(C(OC(C(F)(F)F)(F)F)(F)F)(F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)[C](F)F
CC-2Fo2F_rad2,C=CC(F)(F)C(F)(F)OC(F)(F)[C](F)F,535.36,CC-2Fo2F,C=CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,C=CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F>C=CC(F)(F)C(F)(F)OC(F)(F)[C](F)F
OCH3-2Fo2F_rad2,COC(F)(F)C(F)(F)OC(F)(F)[C](F)F,535.46,OCH3-2Fo2F,C(F)(F)(OC)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(OC)C(F)(F)OC(F)(F)C(F)(F)F>COC(F)(F)C(F)(F)OC(F)(F)[C](F)F
NCH32-2Fo2F_rad4,CN(C)C(F)(F)C(F)(F)OC(F)(F)[C](F)F,535.5,NCH32-2Fo2F,C(F)(F)(N(C)C)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(N(C)C)C(F)(F)OC(F)(F)C(F)(F)F>CN(C)C(F)(F)C(F)(F)OC(F)(F)[C](F)F
CH3-2Fo2F_rad2,CC(F)(F)C(F)(F)OC(F)(F)[C](F)F,535.54,CH3-2Fo2F,C(F)(F)(C)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(C)C(F)(F)OC(F)(F)C(F)(F)F>CC(F)(F)C(F)(F)OC(F)(F)[C](F)F
COH-1F1H1F_rad2,O=CC(F)(F)C[C](F)F,535.56,COH-1F1H1F,C(F)(F)(C=O)CC(F)(F)F,C(F)(F)(C=O)CC(F)(F)F>O=CC(F)(F)C[C](F)F
CH3PO2H-1F1H1F_rad2,CP(=O)(O)C(F)(F)C[C](F)F,535.64,CH3PO2H-1F1H1F,C(F)(F)(CC(F)(F)F)P(=O)(O)C,C(F)(F)(CC(F)(F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)C[C](F)F
CF3-1F1H1F_rad3,F[C](F)CC(F)(F)C(F)(F)F,535.68,CF3-1F1H1F,C(F)(F)(C(F)(F)F)CC(F)(F)F,C(F)(F)(C(F)(F)F)CC(F)(F)F>F[C](F)CC(F)(F)C(F)(F)F
OH-1F1H1F_rad2,OC(F)(F)C[C](F)F,535.71,OH-1F1H1F,C(F)(F)(O)CC(F)(F)F,C(F)(F)(O)CC(F)(F)F>OC(F)(F)C[C](F)F
PO3H2-1F1H1F_rad2,O=P(O)(O)C(F)(F)C[C](F)F,535.72,PO3H2-1F1H1F,C(F)(F)(CC(F)(F)F)P(=O)(O)O,C(F)(F)(CC(F)(F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)C[C](F)F
NH2-1F1H1F_rad2,NC(F)(F)C[C](F)F,535.75,NH2-1F1H1F,C(F)(F)(N)CC(F)(F)F,C(F)(F)(N)CC(F)(F)F>NC(F)(F)C[C](F)F
OCH3-1F1H1F_rad2,COC(F)(F)C[C](F)F,535.78,OCH3-1F1H1F,C(F)(F)(OC)CC(F)(F)F,C(F)(F)(OC)CC(F)(F)F>COC(F)(F)C[C](F)F
SO2NH2-2Fo2F_rad2,NS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)[C](F)F,535.78,SO2NH2-2Fo2F,C(F)(F)(C(OC(F)(C(F)(F)F)F)(F)F)S(=O)(=O)N,C(F)(F)(C(OC(F)(C(F)(F)F)F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)[C](F)F
CC-1F1H1F_rad2,C=CC(F)(F)C[C](F)F,536.03,CC-1F1H1F,C=CC(F)(CC(F)(F)F)F,C=CC(F)(CC(F)(F)F)F>C=CC(F)(F)C[C](F)F
SiOCH33-2F_rad2,CO[Si](OC)(OC)C(F)(F)[C](F)F,536.05,SiOCH33-2F,C(F)(F)([Si](OC)(OC)OC)C(F)(F)F,C(F)(F)([Si](OC)(OC)OC)C(F)(F)F>CO[Si](OC)(OC)C(F)(F)[C](F)F
OH-2F_rad2,OC(F)(F)[C](F)F,536.07,OH-2F,C(F)(F)(O)C(F)(F)F,C(F)(F)(O)C(F)(F)F>OC(F)(F)[C](F)F
NH2-1Fo2Fo1F_rad3,NC(F)(F)OC(F)(F)C(F)(F)O[C](F)F,536.13,NH2-1Fo2Fo1F,C(F)(F)(N)OC(C(OC(F)(F)F)(F)F)(F)F,C(F)(F)(N)OC(C(OC(F)(F)F)(F)F)(F)F>NC(F)(F)OC(F)(F)C(F)(F)O[C](F)F
CCF-1F1H1F_rad2,F/C=C/C(F)(F)C[C](F)F,536.13,CCF-1F1H1F,C(F)(F)(/C=C/F)CC(F)(F)F,C(F)(F)(/C=C/F)CC(F)(F)F>F/C=C/C(F)(F)C[C](F)F
COOH-1F1H1F_rad2,O=C(O)C(F)(F)C[C](F)F,536.14,COOH-1F1H1F,C(F)(F)(C(=O)O)CC(F)(F)F,C(F)(F)(C(=O)O)CC(F)(F)F>O=C(O)C(F)(F)C[C](F)F
COH-1Fo1Fo1F_rad2,O=CC(F)(F)OC(F)(F)O[C](F)F,536.19,COH-1Fo1Fo1F,C(F)(F)(C=O)OC(F)(OC(F)(F)F)F,C(F)(F)(C=O)OC(F)(OC(F)(F)F)F>O=CC(F)(F)OC(F)(F)O[C](F)F
CC-2F_rad2,C=CC(F)(F)[C](F)F,536.33,CC-2F,C=CC(F)(C(F)(F)F)F,C=CC(F)(C(F)(F)F)F>C=CC(F)(F)[C](F)F
COOH-1Fo1Fo1F_rad2,O=C(O)C(F)(F)OC(F)(F)O[C](F)F,536.39,COOH-1Fo1Fo1F,C(F)(F)(C(=O)O)OC(F)(OC(F)(F)F)F,C(F)(F)(C(=O)O)OC(F)(OC(F)(F)F)F>O=C(O)C(F)(F)OC(F)(F)O[C](F)F
CCF-2F_rad2,F/C=C/C(F)(F)[C](F)F,536.39,CCF-2F,C(F)(F)(/C=C/F)C(F)(F)F,C(F)(F)(/C=C/F)C(F)(F)F>F/C=C/C(F)(F)[C](F)F
OCH3-1Fo1Fo1F_rad2,COC(F)(F)OC(F)(F)O[C](F)F,536.44,OCH3-1Fo1Fo1F,C(F)(F)(OC)OC(F)(OC(F)(F)F)F,C(F)(F)(OC)OC(F)(OC(F)(F)F)F>COC(F)(F)OC(F)(F)O[C](F)F
PO3H2-1Fo1Fo1F_rad2,O=P(O)(O)C(F)(F)OC(F)(F)O[C](F)F,536.69,PO3H2-1Fo1Fo1F,C(F)(F)(OC(F)(OC(F)(F)F)F)P(=O)(O)O,C(F)(F)(OC(F)(OC(F)(F)F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)OC(F)(F)O[C](F)F
CH3-1F1H1F_rad2,CC(F)(F)C[C](F)F,536.75,CH3-1F1H1F,C(F)(F)(C)CC(F)(F)F,C(F)(F)(C)CC(F)(F)F>CC(F)(F)C[C](F)F
OCH3-2F_rad2,COC(F)(F)[C](F)F,536.84,OCH3-2F,C(F)(F)(OC)C(F)(F)F,C(F)(F)(OC)C(F)(F)F>COC(F)(F)[C](F)F
NCH33-1Fo1Fo1F_rad3,C[N+](C)(C)C(F)(F)OC(F)(F)O[C](F)F,536.84,NCH33-1Fo1Fo1F,C(F)([N+](C)(C)C)(OC(F)(OC(F)(F)F)F)F,C(F)([N+](C)(C)C)(OC(F)(OC(F)(F)F)F)F>C[N+](C)(C)C(F)(F)OC(F)(F)O[C](F)F
CF3-1Fo1Fo1F_rad4,F[C](F)OC(F)(F)OC(F)(F)C(F)(F)F,536.85,CF3-1Fo1Fo1F,C(F)(F)(C(F)(F)F)OC(OC(F)(F)F)(F)F,C(F)(F)(C(F)(F)F)OC(OC(F)(F)F)(F)F>F[C](F)OC(F)(F)OC(F)(F)C(F)(F)F
CH3PO2-2F_rad2,CP(=O)([O-])C(F)(F)[C](F)F,536.87,CH3PO2-2F,C(F)(F)(C(F)(F)F)P(=O)([O-])C,C(F)(F)(C(F)(F)F)P(=O)([O-])C>CP(=O)([O-])C(F)(F)[C](F)F
SO3H-1Fo2Fo1F_rad3,O=S(=O)(O)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F,536.97,SO3H-1Fo2Fo1F,C(F)(OC(C(OC(F)(F)F)(F)F)(F)F)(F)S(=O)(=O)O,C(F)(OC(C(OC(F)(F)F)(F)F)(F)F)(F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F
CH3-1Fo2Fo1F_rad3,CC(F)(F)OC(F)(F)C(F)(F)O[C](F)F,537.1,CH3-1Fo2Fo1F,C(F)(F)(C)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)(C)OC(F)(C(F)(F)OC(F)(F)F)F>CC(F)(F)OC(F)(F)C(F)(F)O[C](F)F
PO3H-2F_rad2,O=P([O-])(O)C(F)(F)[C](F)F,537.11,PO3H-2F,C(F)(F)(C(F)(F)F)P(=O)(O)[O-],C(F)(F)(C(F)(F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)[C](F)F
SO3-2Fo2F_rad3,O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)[C](F)F,537.12,SO3-2Fo2F,C(F)(F)(C(OC(F)(F)C(F)(F)F)(F)F)S([O-])(=O)(=O),C(F)(F)(C(OC(F)(F)C(F)(F)F)(F)F)S([O-])(=O)(=O)>O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)[C](F)F
NH3-1Fo1Fo1F_rad2,[NH3+]C(F)(F)OC(F)(F)O[C](F)F,537.15,NH3-1Fo1Fo1F,C(F)(F)([NH3+])OC(F)(OC(F)(F)F)F,C(F)(F)([NH3+])OC(F)(OC(F)(F)F)F>[NH3+]C(F)(F)OC(F)(F)O[C](F)F
OCH3-1Fo2Fo1F_rad2,COC(F)(F)OC(F)(F)C(F)(F)O[C](F)F,537.18,OCH3-1Fo2Fo1F,C(F)(F)(OC)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)(OC)OC(F)(C(F)(F)OC(F)(F)F)F>COC(F)(F)OC(F)(F)C(F)(F)O[C](F)F
NH3-1Fo2Fo1F_rad3,[NH3+]C(F)(F)OC(F)(F)C(F)(F)O[C](F)F,537.2,NH3-1Fo2Fo1F,C(F)(F)([NH3+])OC(C(OC(F)(F)F)(F)F)(F)F,C(F)(F)([NH3+])OC(C(OC(F)(F)F)(F)F)(F)F>[NH3+]C(F)(F)OC(F)(F)C(F)(F)O[C](F)F
CF3-1Fo2Fo1F_rad2,F[C](F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,537.3,CF3-1Fo2Fo1F,C(F)(F)(C(F)(F)F)OC(C(OC(F)(F)F)(F)F)(F)F,C(F)(F)(C(F)(F)F)OC(C(OC(F)(F)F)(F)F)(F)F>F[C](F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F
NCH33-1Fo2Fo1F_rad4,C[N+](C)(C)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F,537.33,NCH33-1Fo2Fo1F,C(F)([N+](C)(C)C)(OC(F)(C(F)(F)OC(F)(F)F)F)F,C(F)([N+](C)(C)C)(OC(F)(C(F)(F)OC(F)(F)F)F)F>C[N+](C)(C)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F
CF3-1F2H_rad2,CCC(F)(F)[C](F)F,537.34,CF3-1F2H,C(F)(F)(C(F)(F)F)CC,C(F)(F)(C(F)(F)F)CC>CCC(F)(F)[C](F)F
COOH-1Fo2Fo1F_rad4,O=C(O)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F,537.58,COOH-1Fo2Fo1F,C(F)(F)(C(=O)O)OC(F)(C(OC(F)(F)F)(F)F)F,C(F)(F)(C(=O)O)OC(F)(C(OC(F)(F)F)(F)F)F>O=C(O)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F
SO2NH2-1Fo2Fo1F_rad3,NS(=O)(=O)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F,537.62,SO2NH2-1Fo2Fo1F,C(F)(F)(OC(C(OC(F)(F)F)(F)F)(F)F)S(=O)(=O)N,C(F)(F)(OC(C(OC(F)(F)F)(F)F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F
NH2-2F_rad2,NC(F)(F)[C](F)F,537.69,NH2-2F,C(F)(F)(N)C(F)(F)F,C(F)(F)(N)C(F)(F)F>NC(F)(F)[C](F)F
OH-1Fo2Fo1F_rad3,OC(F)(F)OC(F)(F)C(F)(F)O[C](F)F,537.74,OH-1Fo2Fo1F,C(F)(F)(O)OC(C(OC(F)(F)F)(F)F)(F)F,C(F)(F)(O)OC(C(OC(F)(F)F)(F)F)(F)F>OC(F)(F)OC(F)(F)C(F)(F)O[C](F)F
COH-1Fo2Fo1F_rad3,O=CC(F)(F)OC(F)(F)C(F)(F)O[C](F)F,537.79,COH-1Fo2Fo1F,C(F)(F)(C=O)OC(F)(C(OC(F)(F)F)(F)F)F,C(F)(F)(C=O)OC(F)(C(OC(F)(F)F)(F)F)F>O=CC(F)(F)OC(F)(F)C(F)(F)O[C](F)F
NCH32-1Fo2Fo1F_rad3,CN(C)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F,537.85,NCH32-1Fo2Fo1F,C(F)(F)(N(C)C)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)(N(C)C)OC(F)(C(F)(F)OC(F)(F)F)F>CN(C)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F
CC-1Fo2Fo1F_rad3,C=CC(F)(F)OC(F)(F)C(F)(F)O[C](F)F,537.91,CC-1Fo2Fo1F,C=CC(F)(OC(C(F)(OC(F)(F)F)F)(F)F)F,C=CC(F)(OC(C(F)(OC(F)(F)F)F)(F)F)F>C=CC(F)(F)OC(F)(F)C(F)(F)O[C](F)F
CC-1Fo1Fo1F_rad3,C=CC(F)(F)OC(F)(F)O[C](F)F,537.95,CC-1Fo1Fo1F,C=CC(F)(OC(OC(F)(F)F)(F)F)F,C=CC(F)(OC(OC(F)(F)F)(F)F)F>C=CC(F)(F)OC(F)(F)O[C](F)F
SH-1Fo1Fo1F_rad3,F[C](F)OC(F)(F)OC(F)(F)S,538.03,SH-1Fo1Fo1F,C(F)(F)(S)OC(F)(OC(F)(F)F)F,C(F)(F)(S)OC(F)(OC(F)(F)F)F>F[C](F)OC(F)(F)OC(F)(F)S
CCF-1Fo2Fo1F_rad5,F/C=C/C(F)(F)OC(F)(F)C(F)(F)O[C](F)F,538.17,CCF-1Fo2Fo1F,F/C=C/C(F)(OC(C(F)(OC(F)(F)F)F)(F)F)F,F/C=C/C(F)(OC(C(F)(OC(F)(F)F)F)(F)F)F>F/C=C/C(F)(F)OC(F)(F)C(F)(F)O[C](F)F
CH3-1Fo1Fo1F_rad2,CC(F)(F)OC(F)(F)O[C](F)F,538.17,CH3-1Fo1Fo1F,C(F)(F)(C)OC(F)(OC(F)(F)F)F,C(F)(F)(C)OC(F)(OC(F)(F)F)F>CC(F)(F)OC(F)(F)O[C](F)F
SiOCH33-1Fo2Fo1F_rad4,CO[Si](OC)(OC)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F,538.39,SiOCH33-1Fo2Fo1F,C(F)(F)([Si](OC)(OC)OC)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)([Si](OC)(OC)OC)OC(F)(C(F)(F)OC(F)(F)F)F>CO[Si](OC)(OC)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F
SH-1Fo2Fo1F_rad3,F[C](F)OC(F)(F)C(F)(F)OC(F)(F)S,538.46,SH-1Fo2Fo1F,C(F)(F)(S)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)(S)OC(F)(C(F)(F)OC(F)(F)F)F>F[C](F)OC(F)(F)C(F)(F)OC(F)(F)S
COO-2F_rad2,[O-]C(=O)C(F)(F)[C](F)F,538.54,COO-2F,C(F)(F)(C(=O)[O-])C(F)(F)F,C(F)(F)(C(=O)[O-])C(F)(F)F>[O-]C(=O)C(F)(F)[C](F)F
CF3-1F1H_rad2,CC(F)(F)[C](F)F,538.65,CF3-1F1H,C(F)(F)(C(F)(F)F)C,C(F)(F)(C(F)(F)F)C>CC(F)(F)[C](F)F
CH3-2F_rad2,CC(F)(F)[C](F)F,538.67,CH3-2F,C(F)(F)(C)C(F)(F)F,C(F)(F)(C)C(F)(F)F>CC(F)(F)[C](F)F
NCH32-1Fo1Fo1F_rad2,CN(C)C(F)(F)OC(F)(F)O[C](F)F,538.94,NCH32-1Fo1Fo1F,C(F)(F)(N(C)C)OC(F)(OC(F)(F)F)F,C(F)(F)(N(C)C)OC(F)(OC(F)(F)F)F>CN(C)C(F)(F)OC(F)(F)O[C](F)F
NH2-1Fo1Fo1F_rad2,NC(F)(F)OC(F)(F)O[C](F)F,539.24,NH2-1Fo1Fo1F,C(F)(F)(N)OC(F)(OC(F)(F)F)F,C(F)(F)(N)OC(F)(OC(F)(F)F)F>NC(F)(F)OC(F)(F)O[C](F)F
SO3H-1Fo1Fo1F_rad2,O=S(=O)(O)C(F)(F)OC(F)(F)O[C](F)F,539.25,SO3H-1Fo1Fo1F,C(F)(OC(OC(F)(F)F)(F)F)(F)S(=O)(=O)O,C(F)(OC(OC(F)(F)F)(F)F)(F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)OC(F)(F)O[C](F)F
CCF-1Fo1Fo1F_rad4,F/C=C/C(F)(F)OC(F)(F)O[C](F)F,539.52,CCF-1Fo1Fo1F,F/C=C/C(F)(OC(OC(F)(F)F)(F)F)F,F/C=C/C(F)(OC(OC(F)(F)F)(F)F)F>F/C=C/C(F)(F)OC(F)(F)O[C](F)F
OH-1Fo1Fo1F_rad3,OC(F)(F)OC(F)(F)O[C](F)F,539.63,OH-1Fo1Fo1F,C(F)(F)(O)OC(OC(F)(F)F)(F)F,C(F)(F)(O)OC(OC(F)(F)F)(F)F>OC(F)(F)OC(F)(F)O[C](F)F
SO2NH2-1Fo1Fo1F_rad3,NS(=O)(=O)C(F)(F)OC(F)(F)O[C](F)F,539.82,SO2NH2-1Fo1Fo1F,C(F)(F)(OC(OC(F)(F)F)(F)F)S(=O)(=O)N,C(F)(F)(OC(OC(F)(F)F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)OC(F)(F)O[C](F)F
PO3H2-1Fo2Fo1F_rad2,O=P(O)(O)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F,540.52,PO3H2-1Fo2Fo1F,C(F)(F)(OC(C(OC(F)(F)F)(F)F)(F)F)P(=O)(O)O,C(F)(F)(OC(C(OC(F)(F)F)(F)F)(F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F
PO3H-1F1H1F_rad2,O=P([O-])(O)C(F)(F)C[C](F)F,540.93,PO3H-1F1H1F,C(F)(F)(CC(F)(F)F)P(=O)(O)[O-],C(F)(F)(CC(F)(F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)C[C](F)F
COO-1F1H1F_rad2,[O-]C(=O)C(F)(F)C[C](F)F,540.99,COO-1F1H1F,C(F)(F)(C(=O)[O-])CC(F)(F)F,C(F)(F)(C(=O)[O-])CC(F)(F)F>[O-]C(=O)C(F)(F)C[C](F)F
SO3-1F1H1F_rad2,O=S(=O)([O-])C(F)(F)C[C](F)F,541.47,SO3-1F1H1F,C(F)(F)(CC(F)(F)F)S([O-])(=O)(=O),C(F)(F)(CC(F)(F)F)S([O-])(=O)(=O)>O=S(=O)([O-])C(F)(F)C[C](F)F
CH3PO2-1F1H1F_rad2,CP(=O)([O-])C(F)(F)C[C](F)F,541.71,CH3PO2-1F1H1F,C(F)(F)(CC(F)(F)F)P(=O)([O-])C,C(F)(F)(CC(F)(F)F)P(=O)([O-])C>CP(=O)([O-])C(F)(F)C[C](F)F
SO2NH-1F1H1F_rad2,[NH-]S(=O)(=O)C(F)(F)C[C](F)F,542.2,SO2NH-1F1H1F,C(F)(F)(CC(F)(F)F)S(=O)(=O)[NH-],C(F)(F)(CC(F)(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)C[C](F)F
SiOCH33-1Fo1Fo1F_rad2,CO[Si](OC)(OC)C(F)(F)OC(F)(F)O[C](F)F,542.86,SiOCH33-1Fo1Fo1F,C(F)(F)([Si](OC)(OC)OC)OC(F)(OC(F)(F)F)F,C(F)(F)([Si](OC)(OC)OC)OC(F)(OC(F)(F)F)F>CO[Si](OC)(OC)C(F)(F)OC(F)(F)O[C](F)F
COO-4F2B_rad4,[O-]C(=O)C(F)(F)C(F)(F)C(F)([C](F)F)C(F)(F)F,617.83,COO-4F2B,C(F)(F)(C(=O)[O-])C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C(F)(F)(C(=O)[O-])C(F)(F)C(F)(C(F)(F)F)C(F)(F)F>[O-]C(=O)C(F)(F)C(F)(F)C(F)([C](F)F)C(F)(F)F
SH-2F1H_rad,[C](F)(S)C(F)(F)C,491.2552467,SH-2F1H,C(F)(F)(S)C(F)(F)C,C(F)(F)(S)C(F)(F)C>[C](F)(S)C(F)(F)C
CH3PO2H-5F_rad3,C(F)(C([C](C(F)(C(F)(F)F)F)F)(F)F)(F)P(=O)(O)C,475.4579331,CH3PO2H-5F,C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)(O)C,C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)(O)C>C(F)(C([C](C(F)(C(F)(F)F)F)F)(F)F)(F)P(=O)(O)C
COOEtbNCH32HPrSO2N-2F_rad,O=S(N(CCC[NH+](C)C)CCC([O-])=O)([C](C(F)(F)F)F)=O,511.7186802,COOEtbNCH32HPrSO2N-2F,O=S(N(CCC[NH+](C)C)CCC([O-])=O)(C(F)(C(F)(F)F)F)=O,O=S(N(CCC[NH+](C)C)CCC([O-])=O)(C(F)(C(F)(F)F)F)=O>O=S(N(CCC[NH+](C)C)CCC([O-])=O)([C](C(F)(F)F)F)=O
COOH-5F_rad,[C](F)(C(=O)O)C(F)(F)C(F)(C(F)(F)C(F)(F)F)F,462.2548364,COOH-5F,C(F)(F)(C(=O)O)C(F)(F)C(F)(C(F)(F)C(F)(F)F)F,C(F)(F)(C(=O)O)C(F)(F)C(F)(C(F)(F)C(F)(F)F)F>[C](F)(C(=O)O)C(F)(F)C(F)(C(F)(F)C(F)(F)F)F
SO2NH2-1F_rad,[C](F)(F)S(=O)(=O)N,524.209447,SO2NH2-1F,C(F)(F)(F)S(=O)(=O)N,C(F)(F)(F)S(=O)(=O)N>[C](F)(F)S(=O)(=O)N
NH2-1F1FFH_rad,[C](F)(N)C(F)F,509.8004679,NH2-1F1FFH,C(F)(F)(N)C(F)F,C(F)(F)(N)C(F)F>[C](F)(N)C(F)F
COO-4F_rad,[C](F)(C(=O)[O-])C(F)(F)C(F)(C(F)(F)F)F,483.2391547,COO-4F,C(F)(F)(C(=O)[O-])C(F)(F)C(F)(C(F)(F)F)F,C(F)(F)(C(=O)[O-])C(F)(F)C(F)(C(F)(F)F)F>[C](F)(C(=O)[O-])C(F)(F)C(F)(C(F)(F)F)F
COH-1FiPF_rad,[C](C(C(F)(F)F)(F)C(F)(F)F)(C=O)F,442.8108222,COH-1FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C=O)F,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C=O)F>[C](C(C(F)(F)F)(F)C(F)(F)F)(C=O)F
NCH32-1F1H1F_rad,[C](F)(N(C)C)CC(F)(F)F,506.4951661,NCH32-1F1H1F,C(F)(F)(N(C)C)CC(F)(F)F,C(F)(F)(N(C)C)CC(F)(F)F>[C](F)(N(C)C)CC(F)(F)F
SO3-1F1FFH_rad,[C](F)(C(F)F)S([O-])(=O)(=O),499.1197356,SO3-1F1FFH,C(F)(F)(C(F)F)S([O-])(=O)(=O),C(F)(F)(C(F)F)S([O-])(=O)(=O)>[C](F)(C(F)F)S([O-])(=O)(=O)
CCF-4F2B_rad,[C](F)(/C=C/F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,438.4865461,CCF-4F2B,C(F)(F)(/C=C/F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C(F)(F)(/C=C/F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F>[C](F)(/C=C/F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
CCF-2FtBF_rad,[C](C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(/C=C/F)C(F)(F)F,403.8269954,CCF-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(/C=C/F)C(F)(F)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(/C=C/F)C(F)(F)F>[C](C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(/C=C/F)C(F)(F)F
CH3PO2-2FtBF_rad,[C](C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)P(=O)([O-])C,431.4707569,CH3PO2-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)P(=O)([O-])C,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)P(=O)([O-])C>[C](C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)P(=O)([O-])C
SO3-5F_rad5,C(F)(C(C(F)(C(F)([C](F)F)F)F)(F)F)(F)S([O-])(=O)(=O),533.3319043,SO3-5F,C(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)(F)S([O-])(=O)(=O),C(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)(F)S([O-])(=O)(=O)>C(F)(C(C(F)(C(F)([C](F)F)F)F)(F)F)(F)S([O-])(=O)(=O)
CH3PO2-4F_rad,[C](F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)([O-])C,480.123387,CH3PO2-4F,C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)([O-])C,C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)([O-])C>[C](F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)([O-])C
SO3H-4F1B_rad,[C](C(C(F)(F)F)(F)C(F)(C(F)(F)F)F)(F)S(=O)(=O)O,469.5308931,SO3H-4F1B,C(F)(C(C(F)(F)F)(F)C(F)(C(F)(F)F)F)(F)S(=O)(=O)O,C(F)(C(C(F)(F)F)(F)C(F)(C(F)(F)F)F)(F)S(=O)(=O)O>[C](C(C(F)(F)F)(F)C(F)(C(F)(F)F)F)(F)S(=O)(=O)O
