Filename,SMILES_rad,BDE_kJ,CS_Filename,SMILES_CS,SMILES_react
COO-2FiPF_rad2,[O-]C(=O)C(F)(C(F)(F)F)C(F)([C](F)F)C(F)(F)F,507.77,COO-2FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C(=O)[O-])C(F)(F)F,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C(=O)[O-])C(F)(F)F>[O-]C(=O)C(F)(C(F)(F)F)C(F)([C](F)F)C(F)(F)F
COH-1F1FFH_rad2,O=CC(F)(F)[CH]F,508.26,COH-1F1FFH,C(F)(F)(C=O)C(F)F,C(F)(F)(C=O)C(F)F>O=CC(F)(F)[CH]F
NCH32-2FiPF_rad2,CN(C)C(F)([C](F)F)C(F)(C(F)(F)F)C(F)(F)F,508.36,NCH32-2FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(N(C)C)C(F)(F)F,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(N(C)C)C(F)(F)F>CN(C)C(F)([C](F)F)C(F)(C(F)(F)F)C(F)(F)F
CH3PO2-4F_rad2,CP(=O)([O-])C(F)(F)C(F)(F)C(F)(F)[C](F)F,508.38,CH3PO2-4F,C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)([O-])C,C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)([O-])C>CP(=O)([O-])C(F)(F)C(F)(F)C(F)(F)[C](F)F
SiOCH33-1Fo2Fo1F_rad2,CO[Si](OC)(OC)C(F)(F)O[C](F)C(F)(F)OC(F)(F)F,508.64,SiOCH33-1Fo2Fo1F,C(F)(F)([Si](OC)(OC)OC)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)([Si](OC)(OC)OC)OC(F)(C(F)(F)OC(F)(F)F)F>CO[Si](OC)(OC)C(F)(F)O[C](F)C(F)(F)OC(F)(F)F
NH3-2FtBF_rad3,[NH3+]C(F)(C(F)(F)F)C([C](F)F)(C(F)(F)F)C(F)(F)F,508.65,NH3-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)([NH3+])C(F)(F)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)([NH3+])C(F)(F)F>[NH3+]C(F)(C(F)(F)F)C([C](F)F)(C(F)(F)F)C(F)(F)F
COH-2F1H_rad2,C[C](F)C(F)(F)C=O,508.88,COH-2F1H,C(F)(F)(C=O)C(F)(F)C,C(F)(F)(C=O)C(F)(F)C>C[C](F)C(F)(F)C=O
SH-2F1H_rad2,C[C](F)C(F)(F)S,508.98,SH-2F1H,C(F)(F)(S)C(F)(F)C,C(F)(F)(S)C(F)(F)C>C[C](F)C(F)(F)S
SO3H-1FtBF_rad2,O=S(=O)(O)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F,508.99,SO3H-1FtBF,C(F)(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)O,C(F)(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F
SO2NH2-1FtBF_rad2,NS(=O)(=O)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F,508.99,SO2NH2-1FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)S(=O)(=O)N,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F
NCH33-1Fo2Fo1F_rad3,C[N+](C)(C)C(F)(F)OC(F)(F)[C](F)OC(F)(F)F,509.12,NCH33-1Fo2Fo1F,C(F)([N+](C)(C)C)(OC(F)(C(F)(F)OC(F)(F)F)F)F,C(F)([N+](C)(C)C)(OC(F)(C(F)(F)OC(F)(F)F)F)F>C[N+](C)(C)C(F)(F)OC(F)(F)[C](F)OC(F)(F)F
SO2NH-2F1H_rad2,C[C](F)C(F)(F)S([NH-])(=O)=O,509.13,SO2NH-2F1H,C(F)(F)(C(C)(F)F)S(=O)(=O)[NH-],C(F)(F)(C(C)(F)F)S(=O)(=O)[NH-]>C[C](F)C(F)(F)S([NH-])(=O)=O
COO-1FtBF_rad2,[O-]C(=O)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F,509.21,COO-1FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(=O)[O-])F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(=O)[O-])F>[O-]C(=O)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F
PO3H-4F1B_rad2,O=P([O-])(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)[C](F)F,509.36,PO3H-4F1B,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)[O-],C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)[C](F)F
NCH33-2F1F_rad2,C[N+](C)(C)C(F)([C](F)F)C(F)(F)F,509.37,NCH33-2F1F,C(F)(C(F)(F)F)([N+](C)(C)C)C(F)(F)F,C(F)(C(F)(F)F)([N+](C)(C)C)C(F)(F)F>C[N+](C)(C)C(F)([C](F)F)C(F)(F)F
OCH3-2FtBF_rad2,COC(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,509.43,OCH3-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(OC)C(F)(F)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(OC)C(F)(F)F>COC(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
SO2NH-2Fo2F_rad2,[NH-]S(=O)(=O)C(F)(F)[C](F)OC(F)(F)C(F)(F)F,509.67,SO2NH-2Fo2F,C(F)(F)(C(OC(F)(C(F)(F)F)F)(F)F)S(=O)(=O)[NH-],C(F)(F)(C(OC(F)(C(F)(F)F)F)(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)[C](F)OC(F)(F)C(F)(F)F
PO3H-4F_rad2,O=P([O-])(O)C(F)(F)C(F)(F)C(F)(F)[C](F)F,509.71,PO3H-4F,C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)(O)[O-],C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)C(F)(F)C(F)(F)[C](F)F
NCH32-1FtBF_rad2,CN(C)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F,509.81,NCH32-1FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(N(C)C)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(N(C)C)F>CN(C)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F
CH3PO2H-1F1FFH_rad2,CP(=O)(O)C(F)(F)[CH]F,509.82,CH3PO2H-1F1FFH,C(F)(F)(C(F)F)P(=O)(O)C,C(F)(F)(C(F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)[CH]F
CF3-2FiPF_rad2,F[C](F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,509.82,CF3-2FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F>F[C](F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
NCH32-2Fo2F_rad3,CN(C)C(F)(F)[C](F)OC(F)(F)C(F)(F)F,509.98,NCH32-2Fo2F,C(F)(F)(N(C)C)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(N(C)C)C(F)(F)OC(F)(F)C(F)(F)F>CN(C)C(F)(F)[C](F)OC(F)(F)C(F)(F)F
COOH-1F1FFH_rad2,O=C(O)C(F)(F)[CH]F,510.12,COOH-1F1FFH,C(F)(F)(C(=O)O)C(F)F,C(F)(F)(C(=O)O)C(F)F>O=C(O)C(F)(F)[CH]F
SO3-4F_rad2,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)[C](F)F,510.12,SO3-4F,C(F)(C(C(F)(C(F)(F)F)F)(F)F)(F)S([O-])(=O)(=O),C(F)(C(C(F)(C(F)(F)F)F)(F)F)(F)S([O-])(=O)(=O)>O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)[C](F)F
PO3H2-1F1FFH_rad2,O=P(O)(O)C(F)(F)[CH]F,510.26,PO3H2-1F1FFH,C(F)(F)(C(F)F)P(=O)(O)O,C(F)(F)(C(F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)[CH]F
CF3-1FtBF_rad3,F[C](F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,510.33,CF3-1FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)C(F)(F)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)C(F)(F)F>F[C](F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F
PO3H2-1FtBF_rad2,O=P(O)(O)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F,510.49,PO3H2-1FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)P(=O)(O)O,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)P(=O)(O)O>O=P(O)(O)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F
NCH32-2Fo2F_rad2,CN(C)C(F)(F)C(F)(F)O[C](F)C(F)(F)F,510.64,NCH32-2Fo2F,C(F)(F)(N(C)C)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(N(C)C)C(F)(F)OC(F)(F)C(F)(F)F>CN(C)C(F)(F)C(F)(F)O[C](F)C(F)(F)F
SH-1F1FFH_rad2,F[CH]C(F)(F)S,510.68,SH-1F1FFH,C(F)(F)(S)C(F)F,C(F)(F)(S)C(F)F>F[CH]C(F)(F)S
OCH3-1F1FFH_rad2,COC(F)(F)[CH]F,510.77,OCH3-1F1FFH,C(F)(F)(OC)C(F)F,C(F)(F)(OC)C(F)F>COC(F)(F)[CH]F
PO3H2-2FiPF_rad2,O=P(O)(O)C(F)(C(F)(F)F)C(F)([C](F)F)C(F)(F)F,510.8,PO3H2-2FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C(F)(F)F)P(=O)(O)O,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C(F)(F)F)P(=O)(O)O>O=P(O)(O)C(F)(C(F)(F)F)C(F)([C](F)F)C(F)(F)F
CH3PO2H-1FtBF_rad2,CP(=O)(O)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F,511.02,CH3PO2H-1FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)P(=O)(O)C,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(F)P(=O)(O)C>CP(=O)(O)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F
SH-1Fo2Fo1F_rad2,F[C](OC(F)(F)S)C(F)(F)OC(F)(F)F,511.08,SH-1Fo2Fo1F,C(F)(F)(S)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)(S)OC(F)(C(F)(F)OC(F)(F)F)F>F[C](OC(F)(F)S)C(F)(F)OC(F)(F)F
CH3PO2-5F_rad4,CP(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,511.1,CH3PO2-5F,C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)([O-])C,C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)([O-])C>CP(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F
NH3-2Fo2F_rad4,[NH3+]C(F)(F)C(F)(F)O[C](F)C(F)(F)F,511.12,NH3-2Fo2F,C(F)(F)([NH3+])C(OC(C(F)(F)F)(F)F)(F)F,C(F)(F)([NH3+])C(OC(C(F)(F)F)(F)F)(F)F>[NH3+]C(F)(F)C(F)(F)O[C](F)C(F)(F)F
SO3-2F1H_rad2,C[C](F)C(F)(F)S(=O)(=O)[O-],511.14,SO3-2F1H,C(F)(F)(C(C)(F)F)S([O-])(=O)(=O),C(F)(F)(C(C)(F)F)S([O-])(=O)(=O)>C[C](F)C(F)(F)S(=O)(=O)[O-]
SH-2Fo2F_rad4,F[C](OC(F)(F)C(F)(F)F)C(F)(F)S,511.19,SH-2Fo2F,C(F)(F)(S)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(S)C(F)(F)OC(F)(F)C(F)(F)F>F[C](OC(F)(F)C(F)(F)F)C(F)(F)S
CH3PO2-4F1B_rad4,CP(=O)([O-])C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F,511.19,CH3PO2-4F1B,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)([O-])C,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)([O-])C>CP(=O)([O-])C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F
COO-1Fo1Fo1F_rad3,[O-]C(=O)C(F)(F)O[C](F)OC(F)(F)F,511.23,COO-1Fo1Fo1F,C(F)(F)(C(=O)[O-])OC(F)(OC(F)(F)F)F,C(F)(F)(C(=O)[O-])OC(F)(OC(F)(F)F)F>[O-]C(=O)C(F)(F)O[C](F)OC(F)(F)F
OH-2FtBF_rad3,OC(F)(C(F)(F)F)C([C](F)F)(C(F)(F)F)C(F)(F)F,511.38,OH-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(O)C(F)(F)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(O)C(F)(F)F>OC(F)(C(F)(F)F)C([C](F)F)(C(F)(F)F)C(F)(F)F
NH2-1Fo2Fo1F_rad4,NC(F)(F)O[C](F)C(F)(F)OC(F)(F)F,511.46,NH2-1Fo2Fo1F,C(F)(F)(N)OC(C(OC(F)(F)F)(F)F)(F)F,C(F)(F)(N)OC(C(OC(F)(F)F)(F)F)(F)F>NC(F)(F)O[C](F)C(F)(F)OC(F)(F)F
CH3PO2H-2Fo2F_rad2,CP(=O)(O)C(F)(F)C(F)(F)O[C](F)C(F)(F)F,511.5,CH3PO2H-2Fo2F,C(F)(F)(C(OC(C(F)(F)F)(F)F)(F)F)P(=O)(O)C,C(F)(F)(C(OC(C(F)(F)F)(F)F)(F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)C(F)(F)O[C](F)C(F)(F)F
NH3-1Fo2Fo1F_rad2,[NH3+]C(F)(F)O[C](F)C(F)(F)OC(F)(F)F,511.52,NH3-1Fo2Fo1F,C(F)(F)([NH3+])OC(C(OC(F)(F)F)(F)F)(F)F,C(F)(F)([NH3+])OC(C(OC(F)(F)F)(F)F)(F)F>[NH3+]C(F)(F)O[C](F)C(F)(F)OC(F)(F)F
CCF-2FtBF_rad2,F/C=C/C(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,511.58,CCF-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(/C=C/F)C(F)(F)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(/C=C/F)C(F)(F)F>F/C=C/C(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
SO3H-4F1B_rad2,O=S(=O)(O)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F,511.61,SO3H-4F1B,C(F)(C(C(F)(F)F)(F)C(F)(C(F)(F)F)F)(F)S(=O)(=O)O,C(F)(C(C(F)(F)F)(F)C(F)(C(F)(F)F)F)(F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F
CC-2FtBF_rad2,C=CC(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,511.73,CC-2FtBF,C=CC(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C=CC(F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F>C=CC(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
CH3PO2-1Fo1Fo1F_rad3,CP(=O)([O-])C(F)(F)O[C](F)OC(F)(F)F,511.88,CH3PO2-1Fo1Fo1F,C(F)(F)(OC(OC(F)(F)F)(F)F)P(=O)([O-])C,C(F)(F)(OC(OC(F)(F)F)(F)F)P(=O)([O-])C>CP(=O)([O-])C(F)(F)O[C](F)OC(F)(F)F
SO3-2Fo2F_rad2,O=S(=O)([O-])C(F)(F)[C](F)OC(F)(F)C(F)(F)F,511.89,SO3-2Fo2F,C(F)(F)(C(OC(F)(F)C(F)(F)F)(F)F)S([O-])(=O)(=O),C(F)(F)(C(OC(F)(F)C(F)(F)F)(F)F)S([O-])(=O)(=O)>O=S(=O)([O-])C(F)(F)[C](F)OC(F)(F)C(F)(F)F
PO3H2-2Fo2F_rad4,O=P(O)(O)C(F)(F)C(F)(F)O[C](F)C(F)(F)F,511.9,PO3H2-2Fo2F,C(F)(F)(C(OC(C(F)(F)F)(F)F)(F)F)P(=O)(O)O,C(F)(F)(C(OC(C(F)(F)F)(F)F)(F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)C(F)(F)O[C](F)C(F)(F)F
OH-2F1H_rad2,C[C](F)C(O)(F)F,511.91,OH-2F1H,C(F)(F)(O)C(F)(F)C,C(F)(F)(O)C(F)(F)C>C[C](F)C(O)(F)F
CH3PO2H-2Fo2F_rad4,CP(=O)(O)C(F)(F)[C](F)OC(F)(F)C(F)(F)F,511.95,CH3PO2H-2Fo2F,C(F)(F)(C(OC(C(F)(F)F)(F)F)(F)F)P(=O)(O)C,C(F)(F)(C(OC(C(F)(F)F)(F)F)(F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)[C](F)OC(F)(F)C(F)(F)F
OH-1F1FFH_rad2,OC(F)(F)[CH]F,511.96,OH-1F1FFH,C(F)(F)(O)C(F)F,C(F)(F)(O)C(F)F>OC(F)(F)[CH]F
SO3-4F1B_rad5,O=S(=O)([O-])C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F,511.97,SO3-4F1B,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)S([O-])(=O)(=O),C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)S([O-])(=O)(=O)>O=S(=O)([O-])C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F
COOH-2Fo2F_rad3,O=C(O)C(F)(F)[C](F)OC(F)(F)C(F)(F)F,511.99,COOH-2Fo2F,C(F)(F)(C(=O)O)C(OC(C(F)(F)F)(F)F)(F)F,C(F)(F)(C(=O)O)C(OC(C(F)(F)F)(F)F)(F)F>O=C(O)C(F)(F)[C](F)OC(F)(F)C(F)(F)F
SiOCH33-4F2B_rad3,CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)([C](F)F)C(F)(F)F,512.01,SiOCH33-4F2B,C(F)(F)([Si](OC)(OC)OC)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C(F)(F)([Si](OC)(OC)OC)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F>CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)([C](F)F)C(F)(F)F
SO2NH-1Fo1Fo1F_rad3,[NH-]S(=O)(=O)C(F)(F)O[C](F)OC(F)(F)F,512.03,SO2NH-1Fo1Fo1F,C(F)(F)(OC(OC(F)(F)F)(F)F)S(=O)(=O)[NH-],C(F)(F)(OC(OC(F)(F)F)(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)O[C](F)OC(F)(F)F
NH3-2FtBF_rad2,[NH3+]C(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,512.08,NH3-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)([NH3+])C(F)(F)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)([NH3+])C(F)(F)F>[NH3+]C(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
NCH33-4F1B_rad4,C[N+](C)(C)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F,512.11,NCH33-4F1B,C(F)(F)([N+](C)(C)C)C(F)(C(F)(F)F)C(F)(C(F)(F)F)F,C(F)(F)([N+](C)(C)C)C(F)(C(F)(F)F)C(F)(C(F)(F)F)F>C[N+](C)(C)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F
SO3H-2Fo2F_rad3,O=S(=O)(O)C(F)(F)C(F)(F)O[C](F)C(F)(F)F,512.14,SO3H-2Fo2F,C(F)(C(OC(C(F)(F)F)(F)F)(F)F)(F)S(=O)(=O)O,C(F)(C(OC(C(F)(F)F)(F)F)(F)F)(F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)C(F)(F)O[C](F)C(F)(F)F
NH2-2FtBF_rad2,NC(F)(C(F)(F)F)C([C](F)F)(C(F)(F)F)C(F)(F)F,512.14,NH2-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(N)C(F)(F)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(N)C(F)(F)F>NC(F)(C(F)(F)F)C([C](F)F)(C(F)(F)F)C(F)(F)F
CC-1F1FFH_rad2,C=CC(F)(F)[CH]F,512.2,CC-1F1FFH,C=CC(F)(C(F)F)F,C=CC(F)(C(F)F)F>C=CC(F)(F)[CH]F
SO3-1Fo1Fo1F_rad3,O=S(=O)([O-])C(F)(F)O[C](F)OC(F)(F)F,512.24,SO3-1Fo1Fo1F,C(F)(F)(OC(OC(F)(F)F)(F)F)S([O-])(=O)(=O),C(F)(F)(OC(OC(F)(F)F)(F)F)S([O-])(=O)(=O)>O=S(=O)([O-])C(F)(F)O[C](F)OC(F)(F)F
COH-2Fo2F_rad2,O=CC(F)(F)[C](F)OC(F)(F)C(F)(F)F,512.26,COH-2Fo2F,C(F)(F)(C=O)C(OC(C(F)(F)F)(F)F)(F)F,C(F)(F)(C=O)C(OC(C(F)(F)F)(F)F)(F)F>O=CC(F)(F)[C](F)OC(F)(F)C(F)(F)F
CH3-1Fo2Fo1F_rad4,CC(F)(F)O[C](F)C(F)(F)OC(F)(F)F,512.27,CH3-1Fo2Fo1F,C(F)(F)(C)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)(C)OC(F)(C(F)(F)OC(F)(F)F)F>CC(F)(F)O[C](F)C(F)(F)OC(F)(F)F
CC-1Fo2Fo1F_rad4,C=CC(F)(F)O[C](F)C(F)(F)OC(F)(F)F,512.3,CC-1Fo2Fo1F,C=CC(F)(OC(C(F)(OC(F)(F)F)F)(F)F)F,C=CC(F)(OC(C(F)(OC(F)(F)F)F)(F)F)F>C=CC(F)(F)O[C](F)C(F)(F)OC(F)(F)F
OCH3-2Fo2F_rad4,COC(F)(F)C(F)(F)O[C](F)C(F)(F)F,512.34,OCH3-2Fo2F,C(F)(F)(OC)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(OC)C(F)(F)OC(F)(F)C(F)(F)F>COC(F)(F)C(F)(F)O[C](F)C(F)(F)F
PO3H-5F_rad3,O=P([O-])(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,512.34,PO3H-5F,C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)(O)[O-],C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F
CH3PO2H-1Fo1Fo1F_rad2,CP(=O)(O)C(F)(F)O[C](F)OC(F)(F)F,512.43,CH3PO2H-1Fo1Fo1F,C(F)(F)(OC(F)(OC(F)(F)F)F)P(=O)(O)C,C(F)(F)(OC(F)(OC(F)(F)F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)O[C](F)OC(F)(F)F
SH-1Fo2Fo1F_rad4,F[C](OC(F)(F)F)C(F)(F)OC(F)(F)S,512.48,SH-1Fo2Fo1F,C(F)(F)(S)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)(S)OC(F)(C(F)(F)OC(F)(F)F)F>F[C](OC(F)(F)F)C(F)(F)OC(F)(F)S
OCH3-2F1H_rad2,COC(F)(F)[C](C)F,512.53,OCH3-2F1H,C(F)(F)(OC)C(F)(F)C,C(F)(F)(OC)C(F)(F)C>COC(F)(F)[C](C)F
SO2NH2-4F1B_rad2,NS(=O)(=O)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F,512.66,SO2NH2-4F1B,C(F)(F)(C(C(F)(F)C(F)(F)F)(C(F)(F)F)F)S(=O)(=O)N,C(F)(F)(C(C(F)(F)C(F)(F)F)(C(F)(F)F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F
COH-2FtBF_rad3,O=CC(F)(C(F)(F)F)C([C](F)F)(C(F)(F)F)C(F)(F)F,512.68,COH-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C=O)C(F)(F)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C=O)C(F)(F)F>O=CC(F)(C(F)(F)F)C([C](F)F)(C(F)(F)F)C(F)(F)F
SO3H-1Fo2Fo1F_rad2,O=S(=O)(O)C(F)(F)OC(F)(F)[C](F)OC(F)(F)F,512.74,SO3H-1Fo2Fo1F,C(F)(OC(C(OC(F)(F)F)(F)F)(F)F)(F)S(=O)(=O)O,C(F)(OC(C(OC(F)(F)F)(F)F)(F)F)(F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)OC(F)(F)[C](F)OC(F)(F)F
CH3-2FtBF_rad3,CC(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,512.78,CH3-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C>CC(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
PO3H2-4F1B_rad5,O=P(O)(O)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F,512.94,PO3H2-4F1B,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)O,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F
PO3H2-2Fo2F_rad2,O=P(O)(O)C(F)(F)[C](F)OC(F)(F)C(F)(F)F,512.95,PO3H2-2Fo2F,C(F)(F)(C(OC(C(F)(F)F)(F)F)(F)F)P(=O)(O)O,C(F)(F)(C(OC(C(F)(F)F)(F)F)(F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)[C](F)OC(F)(F)C(F)(F)F
