SMILES_CS,SMILES_rad,BDE_kJ,BDE_kcal
O=C([O-])C(OC(C(OC(C(OC(F)(C(C(F)(F)F)(F)F)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F,[C](OC(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)[O-])C(F)(F)F,432.9464144,103.4751
O=C([O-])C(OC(C(OC(C(OC(F)(C(C(F)(F)F)(F)F)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F,[C](F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)[O-])C(F)(F)F,499.3094311,119.336
O=C([O-])C(OC(C(OC(C(OC(F)(C(C(F)(F)F)(F)F)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F,[C](F)(OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)[O-])C(F)(F)F)C(F)(F)C(F)(F)F,474.1565135,113.3244
O=C([O-])C(OC(C(OC(C(OC(F)(C(C(F)(F)F)(F)F)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F,[C](F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)[O-])C(F)(F)F,459.8633333,109.9083
O=C([O-])C(OC(C(OC(C(OC(F)(C(C(F)(F)F)(F)F)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F,[C](F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(=O)[O-])C(F)(F)F,496.5052716,118.6658
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C([O-])=O)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],448.7282845,107.247
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C([O-])=O)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],451.141234,107.8237
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C([O-])=O)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],448.9910437,107.3098
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C([O-])=O)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],447.7910542,107.023
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C([O-])=O)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],447.5755749,106.9715
OCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F)F)F)F,OC[C](C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F)F)F)F,462.0449041,110.4297
OCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F)F)F)F,OCC(F)([C](C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F)F)F)F,453.5805432,108.4067
OCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F)F)F)F,OCC(F)(C(F)([C](C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F)F)F)F,447.3709742,106.9226
OCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F)F)F)F,OCC(F)(C(F)(C(F)([C](C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F)F)F)F,447.7726443,107.0186
OCC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F)F)F)F,OCC(F)(C(F)(C(F)(C(F)([C](C(F)(C(F)(C(F)(C(CO)(F)F)F)F)F)F)F)F)F)F,447.1713943,106.8749
[O-]C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)=O,[C](F)(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,448.906944,107.2897
[O-]C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)=O,[C](F)(C(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,450.9207339,107.771
[O-]C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,448.7203347,107.2451
[O-]C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,447.2370841,106.8906
[O-]C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,446.6935743,106.7607
[O-]C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],446.5885543,106.7356
[O-]C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],446.5124043,106.7174
[O-]C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],446.0609438,106.6095
[O-]C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],446.8563343,106.7996
[O-]C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)=O,[C](F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],452.0943637,108.0515
[O-]C(C(C(F)(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)=O,[C](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],492.2701622,117.6536
O=C([O-])C(OC(C(OC(C(OC(F)(C(F)(C(F)(C(F)(F)F)F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F,[C](F)(OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)[O-],467.3724725,111.703
O=C([O-])C(OC(C(OC(C(OC(F)(C(F)(C(F)(C(F)(F)F)F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F,[C](F)(OC(F)(F)C(=O)[O-])C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,479.6807328,114.6447
O=C([O-])C(OC(C(OC(C(OC(F)(C(F)(C(F)(C(F)(F)F)F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F,[C](F)(OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)OC(F)(F)C(=O)[O-],480.3292627,114.7997
O=C([O-])C(OC(C(OC(C(OC(F)(C(F)(C(F)(C(F)(F)F)F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F,[C](F)(OC(F)(F)C(F)(F)OC(F)(F)C(=O)[O-])C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,479.7623221,114.6642
O=C([O-])C(OC(C(OC(C(OC(F)(C(F)(C(F)(C(F)(F)F)F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F,[C](F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(=O)[O-],480.0798925,114.7401
O=C([O-])C(OC(C(OC(C(OC(F)(C(F)(C(F)(C(F)(F)F)F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F,[C](F)(OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,472.3925122,112.9028
O=C([O-])C(OC(C(OC(C(OC(F)(C(F)(C(F)(C(F)(F)F)F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F,[C](F)(C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(=O)[O-])C(F)(F)C(F)(F)F,453.4307537,108.3709
O=C([O-])C(OC(C(OC(C(OC(F)(C(F)(C(F)(C(F)(F)F)F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F,[C](F)(C(F)(F)F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(=O)[O-],452.5772047,108.1669
O=C([O-])C(OC(C(OC(C(OC(F)(C(F)(C(F)(C(F)(F)F)F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F,[C](F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(=O)[O-],493.3965122,117.9228
NC(C(F)F)=O,NC([CH]F)=O,448.381844,107.1642
OCC(C(F)F)(F)F,OC[C](C(F)F)F,479.7384729,114.6585
OCC(C(F)F)(F)F,OCC([CH]F)(F)F,484.2543329,115.7378
OCC(C(C(F)F)(F)F)(F)F,OC[C](C(C(F)F)(F)F)F,463.6176937,110.8056
OCC(C(C(F)F)(F)F)(F)F,OCC([C](C(F)F)F)(F)F,454.9667235,108.738
OCC(C(C(F)F)(F)F)(F)F,OCC(C([CH]F)(F)F)(F)F,474.2669727,113.3508
OCC(C(C(C(F)F)(F)F)(F)F)(F)F,OC[C](C(C(C(F)F)(F)F)(F)F)F,463.5365229,110.7862
OCC(C(C(C(F)F)(F)F)(F)F)(F)F,OCC([C](C(C(F)F)(F)F)F)(F)F,453.5776143,108.406
OCC(C(C(C(F)F)(F)F)(F)F)(F)F,OCC(C([C](C(F)F)F)(F)F)(F)F,455.4495645,108.8534
OCC(C(C(C(F)F)(F)F)(F)F)(F)F,OCC(C(C([CH]F)(F)F)(F)F)(F)F,474.2853826,113.3552
OCC(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F,OC[C](C(C(C(C(F)F)(F)F)(F)F)(F)F)F,465.3009425,111.2079
OCC(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F,OCC([C](C(C(C(F)F)(F)F)(F)F)F)(F)F,453.8035538,108.46
OCC(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C([C](C(C(F)F)(F)F)F)(F)F)(F)F,449.5634236,107.4466
OCC(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C([C](C(F)F)F)(F)F)(F)F)(F)F,456.7047836,109.1534
OCC(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C(C([CH]F)(F)F)(F)F)(F)F)(F)F,475.5849528,113.6658
OCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OC[C](C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)F,464.869984,111.1049
OCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC([C](C(C(C(C(F)F)(F)F)(F)F)(F)F)F)(F)F,453.3048134,108.3408
OCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C([C](C(C(C(F)F)(F)F)(F)F)F)(F)F)(F)F,448.7651042,107.2558
OCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C([C](C(C(F)F)(F)F)F)(F)F)(F)F)(F)F,454.9642131,108.7374
OCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C(C([C](C(F)F)F)(F)F)(F)F)(F)F)(F)F,454.3550134,108.5918
OCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C(C(C([CH]F)(F)F)(F)F)(F)F)(F)F)(F)F,472.5418833,112.9385
OCC(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OC[C](C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,459.9917841,109.939
OCC(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC([C](C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)F)(F)F,454.8144236,108.7016
OCC(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C([C](C(C(C(C(F)F)(F)F)(F)F)(F)F)F)(F)F)(F)F,452.267584,108.0929
OCC(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C([C](C(C(C(F)F)(F)F)(F)F)F)(F)F)(F)F)(F)F,449.6291134,107.4623
OCC(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C(C([C](C(C(F)F)(F)F)F)(F)F)(F)F)(F)F)(F)F,448.6864438,107.237
OCC(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C(C(C([C](C(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F,455.5152543,108.8691
OCC(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C(C(C(C([CH]F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,470.7356229,112.5068
OCC(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OC[C](C(C(C(C(C(C(F)(C(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,466.8837739,111.5862
OCC(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC([C](C(C(C(C(C(F)(C(F)F)F)(F)F)(F)F)(F)F)(F)F)F)(F)F,455.1558432,108.7832
OCC(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C([C](C(C(C(C(F)(C(F)F)F)(F)F)(F)F)(F)F)F)(F)F)(F)F,447.8801747,107.0443
OCC(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C([C](C(C(C(F)(C(F)F)F)(F)F)(F)F)F)(F)F)(F)F)(F)F,451.2621535,107.8526
OCC(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C(C([C](C(C(F)(C(F)F)F)(F)F)F)(F)F)(F)F)(F)F)(F)F,451.6069203,107.935
OCC(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C(C(C([C](C(F)(C(F)F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F,451.5115237,107.9122
OCC(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C(C(C(C([C](C(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,457.3717233,109.3128
OCC(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,OCC(C(C(C(C(C(C(F)([CH]F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,472.5473225,112.9398
[O-]C(C(F)F)=O,[O-]C([CH]F)=O,458.9758934,109.6962
[O-]C(C(C(F)F)(F)F)=O,[O-]C([C](C(F)F)F)=O,449.2533845,107.3725
[O-]C(C(C(F)F)(F)F)=O,[O-]C(C([CH]F)(F)F)=O,480.9121028,114.939
[O-]C(C(C(C(C(F)F)(F)F)(F)F)(F)F)=O,[O-]C([C](C(C(C(F)F)(F)F)(F)F)F)=O,449.2140543,107.3631
[O-]C(C(C(C(C(F)F)(F)F)(F)F)(F)F)=O,[O-]C(C([C](C(C(F)F)(F)F)F)(F)F)=O,457.8913841,109.437
[O-]C(C(C(C(C(F)F)(F)F)(F)F)(F)F)=O,[O-]C(C(C([C](C(F)F)F)(F)F)(F)F)=O,453.0186234,108.2724
[O-]C(C(C(C(C(F)F)(F)F)(F)F)(F)F)=O,[O-]C(C(C(C([CH]F)(F)F)(F)F)(F)F)=O,473.2113335,113.0985
[O-]C(C(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,[O-]C([C](C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)=O,445.1521652,106.3923
[O-]C(C(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,[O-]C(C([C](C(F)(C(C(C(F)F)(F)F)(F)F)F)F)(F)F)=O,453.1257355,108.298
[O-]C(C(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,[O-]C(C(C([C](C(C(C(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,450.4638341,107.6618
[O-]C(C(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,[O-]C(C(C(C(F)([C](C(C(F)F)(F)F)F)F)(F)F)(F)F)=O,452.3044037,108.1017
[O-]C(C(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,[O-]C(C(C(C(F)(C([C](C(F)F)F)(F)F)F)(F)F)(F)F)=O,457.4294634,109.3266
[O-]C(C(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,[O-]C(C(C(C(F)(C(C([CH]F)(F)F)(F)F)F)(F)F)(F)F)=O,472.4423025,112.9147
[O-]C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)=O,[O-]C([C](C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)F)=O,450.272204,107.616
[O-]C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)=O,[O-]C(C([C](C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)=O,453.7797046,108.4543
[O-]C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)=O,[O-]C(C(C(F)([C](C(F)(C(C(C(F)F)(F)F)(F)F)F)F)F)(F)F)=O,449.8650946,107.5187
[O-]C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)=O,[O-]C(C(C(F)(C([C](C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)=O,448.4998346,107.1924
[O-]C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)=O,[O-]C(C(C(F)(C(C(F)([C](C(C(F)F)(F)F)F)F)(F)F)F)(F)F)=O,450.2010749,107.599
[O-]C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)=O,[O-]C(C(C(F)(C(C(F)(C([C](C(F)F)F)(F)F)F)(F)F)F)(F)F)=O,453.7562739,108.4487
[O-]C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)=O,[O-]C(C(C(F)(C(C(F)(C(C([CH]F)(F)F)(F)F)F)(F)F)F)(F)F)=O,473.1092423,113.0741
[O-]C(C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[O-]C([C](C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)=O,450.2090246,107.6009
[O-]C(C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[O-]C(C([C](C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)F)(F)F)=O,452.3278345,108.1073
[O-]C(C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[O-]C(C(C([C](C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,447.7278748,107.0079
[O-]C(C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[O-]C(C(C(C(F)([C](C(F)(C(C(C(F)F)(F)F)(F)F)F)F)F)(F)F)(F)F)=O,448.3425138,107.1548
[O-]C(C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[O-]C(C(C(C(F)(C([C](C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,447.1241144,106.8636
[O-]C(C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[O-]C(C(C(C(F)(C(C(F)([C](C(C(F)F)(F)F)F)F)(F)F)F)(F)F)(F)F)=O,448.7416735,107.2502
[O-]C(C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[O-]C(C(C(C(F)(C(C(F)(C([C](C(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,456.9805134,109.2193
[O-]C(C(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[O-]C(C(C(C(F)(C(C(F)(C(C([CH]F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,472.4920929,112.9266
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,452.5274143,108.155
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,449.1722136,107.3531
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,450.5374736,107.6794
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,448.0324747,107.0807
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,447.0638639,106.8492
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],447.6282941,106.9841
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],447.570554,106.9703
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],449.0303739,107.3192
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],457.1641938,109.2632
